0, 2500.0 2500.0 1(119.7252795717141),2(76.26414996341772),3(117.59691192882977),5(232.74510466011483),10(124.05811779636858),11(118.02190692944448),13(105.94683132858482),28(142.84365755254294),38(181.86999732258207),41(127.68497002609631),45(235.49738193099816)
1, 2380.794101649954 2488.860145104913 0(119.7252795717141),2(131.74852861216277),3(237.18372497896917),5(228.24431486385862),6(249.51145919376015),10(156.0401398479718),11(200.66590981894035),12(209.46233200060217),13(211.8603197696),22(221.81206619555175),28(198.57521727729358),41(184.70694344542815),45(197.97344621477518)
2, 2495.400233702973 2423.8746906761266 0(76.26414996341772),1(131.74852861216277),3(153.59718225724671),10(47.87400117983799),11(192.40620871549555),13(171.08229830561478),19(185.65474067523218),28(219.10154636572128),31(210.61076333946184),38(243.7285443848769),41(57.76767179230576),45(168.7537268515224)
3, 2616.0665320393555 2518.91015165339 0(117.59691192882977),1(237.18372497896917),2(153.59718225724671),4(218.07849429338447),10(190.91031366695282),11(119.49865553564739),13(70.80678648063657),28(165.41427010744644),38(108.87042607003265),41(169.58836859477879)
4, 2796.6737155090786 2641.1364784099587 3(218.07849429338447),13(232.07390557238944),18(246.75936052211938),21(74.60159735433932),38(166.9487428347032)
5, 2411.0738819015787 2715.0870271847966 0(232.74510466011483),1(228.24431486385862),6(127.31539054609347),7(105.41546110884512),8(51.510754867096566),9(157.34001989603794),11(165.6457288413261),13(214.2990910447618),14(166.75273994447693),16(164.1217054445734),28(119.65526107907469),36(119.0224582788589),38(236.35599330688933)
6, 2283.811255208356 2718.7520670271174 1(249.51145919376015),5(127.31539054609347),7(127.19167845394831),8(89.27644627356307),9(46.25205712162098),14(39.61630644363842),16(36.86424223839258),22(237.77340766046328),28(235.1760208310954),36(106.2575137425892),47(158.33956562625193)
7, 2370.087780990911 2812.2083892681767 5(105.41546110884512),6(127.19167845394831),8(67.21171668642175),9(122.79411029397835),14(158.59844769126119),16(152.42836040850864),17(194.45474552118554),28(217.4859016292519),36(31.37569528278909),47(197.58567317209366)
8, 2369.1409359077243 2745.0033422529095 5(51.510754867096566),6(89.27644627356307),7(67.21171668642175),9(110.16716475760414),11(217.08716266615036),14(128.23936555489374),16(124.15683906533435),28(171.14980086011965),36(71.41994881099049),47(214.23352979946472)
9, 2259.7752746945 2758.268195743367 5(157.34001989603794),6(46.25205712162098),7(122.79411029397835),8(110.16716475760414),14(45.39611034104922),16(38.271015705684526),17(237.08416979891578),36(94.28143438178269),47(113.70790808961158)
10, 2488.9982574823157 2376.4306743048573 0(124.05811779636858),1(156.0401398479718),2(47.87400117983799),3(190.91031366695282),11(240.0899859716077),12(245.67431906800854),13(216.76583420265607),19(137.78228694907057),31(173.4011119599688),41(37.29705175494358),45(129.77673562478645)
11, 2539.970288419458 2611.0474968602525 0(118.02190692944448),1(200.66590981894035),2(192.40620871549555),3(119.49865553564739),5(165.6457288413261),8(217.08716266615036),10(240.0899859716077),13(48.94185572449237),28(46.176265455433416),38(91.73759286731344),41(236.39827423480259)
12, 2248.450657206023 2326.503496827589 1(209.46233200060217),10(245.67431906800854),15(199.76351092451478),19(237.16261125417105),22(208.34182502801417),26(121.76430745766115),39(172.2177051711379),45(147.02922408375917)
13, 2573.973196148911 2575.84653795713 0(105.94683132858482),1(211.8603197696),2(171.08229830561478),3(70.80678648063657),4(232.07390557238944),5(214.2990910447618),10(216.76583420265607),11(48.94185572449237),28(95.09144624728613),38(76.00955490232035),41(206.38860665979672)
14, 2244.321880468284 2715.583310350691 5(166.75273994447693),6(39.61630644363842),7(158.59844769126119),8(128.23936555489374),9(45.39611034104922),16(7.1370488744159655),22(216.98847798408065),36(133.34326708069028),47(136.57014705311943)
15, 2318.0277229590356 2139.2483441131985 12(199.76351092451478),19(181.78821814302083),20(91.6523395865758),25(207.8493242379355),27(241.00623028262186),29(245.6809821584227),45(168.60103031011084)
16, 2247.1044646365276 2722.155577233772 5(164.1217054445734),6(36.86424223839258),7(152.42836040850864),8(124.15683906533435),9(38.271015705684526),14(7.1370488744159655),22(224.12546391658157),36(126.76288428373195),47(132.51832294311555)
17, 2297.0120008235263 2992.409883181621 7(194.45474552118554),9(237.08416979891578),23(118.09514673019251),30(218.06398878478583),33(244.04182174935366),34(239.82908442480306),36(187.4649507709137),37(241.7244701015664),47(202.1329110451203)
18, 2997.7838741107325 2498.1508633554963 4(246.75936052211938)
19, 2469.299662796462 2240.0638016256084 2(185.65474067523218),10(137.78228694907057),12(237.16261125417105),15(181.78821814302083),31(121.79498700007628),41(146.5125407716805),45(93.3551915543291)
20, 2271.6915195707156 2060.1717508175257 15(91.6523395865758),25(149.34658269164413),27(153.04109922231027),29(242.0572567963889),40(220.72919601700573),46(220.91258672752372)
