Convergence (0-yes,1-no):	RM: Device-Device Request Failed Probability :	RM: Device-Device Request Success Probability :	RM: Device-Device Response Failed Probability :	RM: Device-Device Response Success Probability :	RM: Master Fault %:	RM: Master average path length:	RM: Request Header size	RM: Request Packet Block count:	RM: Request Packet size	RM: Request Payload size (ecc):	RM: Request Payload size (no-ecc):	RM: Response Header size	RM: Response Packet Block count:	RM: Response Packet size	RM: Response Payload size (ecc):	RM: Response Payload size (no-ecc):
0.0	12.616604804992676	87.38339233398438	5.41848087310791	94.5815200805664	8.523290386521309	6.155599603567889	144.0	2.0	19.0	19.0	19.0	144.0	2.0	14.0	14.0	14.0
