9.0CONTINUE	0.0
9.5CONTINUE	0.0
9.333333333333334CONTINUE	11.111111111111093
9.5CONTINUE	20.00000000000001
9.6CONTINUE	15.999999999999986
9.666666666666666CONTINUE	12.068965517241386
9.714285714285714CONTINUE	9.26216640502355
9.75CONTINUE	7.300646551724141
9.777777777777779CONTINUE	5.899455401505788
9.8CONTINUE	4.869693492870012
9.818181818181818CONTINUE	4.092240193724866
9.833333333333334CONTINUE	3.4911230488018337
9.846153846153847CONTINUE	3.01663406216363
9.857142857142858CONTINUE	2.635331125011813
9.866666666666667CONTINUE	2.32410910494408
9.875CONTINUE	2.06661181017694
9.882352941176471CONTINUE	1.8510043986036089
9.88888888888889CONTINUE	1.6685539137296672
9.894736842105264CONTINUE	1.5127020238662847
9.9CONTINUE	1.3784451532930362
9.904761904761905CONTINUE	1.261911229327944
9.909090909090908CONTINUE	1.160065027078093
9.91304347826087CONTINUE	1.0704993771564328
9.916666666666666CONTINUE	0.9912848024678786
9.92CONTINUE	0.9208596165139493
9.923076923076923CONTINUE	0.8579484952415706
9.88888888888889CONTINUE	0.6212931819862716
9.892857142857142CONTINUE	0.5918563838025307
9.89655172413793CONTINUE	0.5643320053890593
9.9CONTINUE	0.5385891112406023
9.903225806451612CONTINUE	0.5145005679863398
9.90625CONTINUE	0.491945216282584
9.909090909090908CONTINUE	0.47080903097955695
9.911764705882353CONTINUE	0.4509856250973984
9.914285714285715CONTINUE	0.43237633429672173
9.916666666666666CONTINUE	0.4148900396014811
9.91891891891892CONTINUE	0.39844283340400777
9.921052631578947CONTINUE	0.3829575983862562
9.923076923076923CONTINUE	0.36836354514814906
9.925CONTINUE	0.35459573824280516
9.926829268292684CONTINUE	0.34159462945490066
9.928571428571429CONTINUE	0.32930560983900625
9.930232558139535CONTINUE	0.3176785871269073
9.931818181818182CONTINUE	0.30666759184583753
9.933333333333334CONTINUE	0.2962304133469191
9.934782608695652CONTINUE	0.2863282655626744
9.936170212765958CONTINUE	0.276925481455346
9.9375CONTINUE	0.2679892346105212
9.938775510204081CONTINUE	0.2594892861630888
9.94CONTINUE	0.2513977551290925
9.941176470588236CONTINUE	0.2436889102092326
9.923076923076923CONTINUE	0.19226926885198464
9.924528301886792CONTINUE	0.1879157814510363
9.925925925925926CONTINUE	0.18368904529015176
9.927272727272728CONTINUE	0.1795865171573447
9.928571428571429CONTINUE	0.17560538006053333
9.929824561403509CONTINUE	0.17174261759557505
9.913793103448276CONTINUE	0.13295557441516762
9.915254237288135CONTINUE	0.1311932965044195
9.916666666666666CONTINUE	0.12942149523357097
9.918032786885245CONTINUE	0.12764581899208052
9.919354838709678CONTINUE	0.12587112887144455
9.920634920634921CONTINUE	0.12410160001722302
9.921875CONTINUE	0.12234080947310705
9.923076923076923CONTINUE	0.12059181242937893
9.924242424242424CONTINUE	0.11885720849953106
9.925373134328359CONTINUE	0.11713919940549694
9.926470588235293CONTINUE	0.11543963924869523
9.927536231884059CONTINUE	0.11376007837204159
9.928571428571429CONTINUE	0.11210180167263843
9.929577464788732CONTINUE	0.11046586210299418
9.930555555555555CONTINUE	0.10885310999347161
9.931506849315069CONTINUE	0.10726421874109042
9.932432432432432CONTINUE	0.1056997073336918
9.933333333333334CONTINUE	0.10415996011511983
9.93421052631579CONTINUE	0.10264524414118638
