Convergence (0-yes,1-no):	RM: Device-Device Request Failed Probability :	RM: Device-Device Request Success Probability :	RM: Device-Device Response Failed Probability :	RM: Device-Device Response Success Probability :	RM: Master Fault %:	RM: Master average path length:	RM: Request Header size	RM: Request Packet Block count:	RM: Request Packet size	RM: Request Payload size (ecc):	RM: Request Payload size (no-ecc):	RM: Response Header size	RM: Response Packet Block count:	RM: Response Packet size	RM: Response Payload size (ecc):	RM: Response Payload size (no-ecc):
0.0	4.6458740234375	95.3541259765625	1.0629920959472656	98.93701171875	0.09910802775024777	3.057482656095144	144.0	21.0	290.0	146.0	83.0	144.0	18.0	269.0	125.0	71.0
