Convergence (0-yes,1-no):	RM: Device-Device Request Failed Probability :	RM: Device-Device Request Success Probability :	RM: Device-Device Response Failed Probability :	RM: Device-Device Response Success Probability :	RM: Master Fault %:	RM: Master average path length:	RM: Request Header size	RM: Request Packet Block count:	RM: Request Packet size	RM: Request Payload size (ecc):	RM: Request Payload size (no-ecc):	RM: Response Header size	RM: Response Packet Block count:	RM: Response Packet size	RM: Response Payload size (ecc):	RM: Response Payload size (no-ecc):
0.0	1.5625	98.4375	1.2574453353881836	98.7425537109375	2.3785926660059467	1.5262636273538157	144.0	2.0	6.0	6.0	6.0	144.0	2.0	5.0	5.0	5.0
