Convergence (0-yes,1-no):	RM: Device-Device Request Failed Probability :	RM: Device-Device Request Success Probability :	RM: Device-Device Response Failed Probability :	RM: Device-Device Response Success Probability :	RM: Master Fault %:	RM: Master average path length:	RM: Request Header size	RM: Request Packet Block count:	RM: Request Packet size	RM: Request Payload size (ecc):	RM: Request Payload size (no-ecc):	RM: Response Header size	RM: Response Packet Block count:	RM: Response Packet size	RM: Response Payload size (ecc):	RM: Response Payload size (no-ecc):
0.0	0.0	100.0	0.0	100.0	0.0	2.498513379583746	144.0	19.0	273.0	129.0	74.0	144.0	11.0	218.0	74.0	42.0
