0, 5000.0 5000.0 1(1004.5239630442849),2(1399.6197961391842),3(746.2093644024236)
1, 4643.1223620649025 4061.0075911531226 0(1004.5239630442849)
2, 6276.150009062267 4425.215929139413 0(1399.6197961391842),4(548.931848389533)
3, 4654.937862177419 5661.634745583377 0(746.2093644024236)
4, 6547.83061442466 3948.229741869516 2(548.931848389533)

